DFT, Frequency Response Magnitude
3796.875, -80.7851
3799.805, -76.2157
3802.734, -89.2008
3805.664, -86.9999
3808.594, -91.0378
3811.523, -78.7902
3814.453, -86.1768
3817.383, -84.6426
3820.312, -86.7184
3823.242, -86.3140
3826.172, -79.0336
3829.102, -91.5319
3832.031, -76.0443
3834.961, -84.7751
3837.891, -81.7258
3840.820, -82.7821
3843.750, -78.7713
3846.680, -92.2606
3849.609, -86.6805
3852.539, -84.8103
3855.469, -78.5502
3858.398, -93.6320
3861.328, -82.6911
3864.258, -83.3184
3867.188, -75.9054
3870.117, -80.7430
3873.047, -84.1617
3875.977, -88.1954
3878.906, -96.3635
3881.836, -83.3647
3884.766, -78.5947
3887.695, -84.5016
3890.625, -74.1214
3893.555, -80.6746
3896.484, -78.1960
3899.414, -78.1239
3902.344, -81.9594
3905.273, -85.3505
3908.203, -92.5190
3911.133, -81.6670
3914.062, -89.9322
3916.992, -76.2653
3919.922, -81.6929
3922.852, -84.3641
3925.781, -82.2087
3928.711, -95.7384
3931.641, -87.9346
3934.570, -83.8218
3937.500, -85.1268
3940.430, -83.4705
3943.359, -78.9037
3946.289, -81.0476
3949.219, -82.4075
3952.148, -99.3229
3955.078, -82.6496
3958.008, -82.3598
3960.938, -79.5390
3963.867, -75.8072
3966.797, -85.7624
3969.727, -80.6073
3972.656, -88.1062
3975.586, -84.7032
3978.516, -78.2375
3981.445, -84.2086
3984.375, -80.6927
3987.305, -88.9662
3990.234, -84.6623
3993.164, -81.1379
3996.094, -83.1513
3999.023, -82.5685
4001.953, -82.1562
4004.883, -79.6048
4007.812, -80.6685
4010.742, -82.5915
4013.672, -85.9400
4016.602, -77.4717
4019.531, -84.2221
4022.461, -86.2430
4025.391, -79.4755
4028.320, -90.4165
4031.250, -80.7911
4034.180, -92.9663
4037.109, -76.5378
4040.039, -91.4424
4042.969, -82.6540
4045.898, -86.2658
4048.828, -78.0066
4051.758, -101.4740
4054.688, -78.4497
4057.617, -77.7433
4060.547, -81.7006
4063.477, -88.7452
4066.406, -82.3372
4069.336, -73.9389
4072.266, -89.5826
4075.195, -75.5241
4078.125, -89.1341
4081.055, -75.9084
4083.984, -83.6274
4086.914, -85.3129
4089.844, -84.9083
4092.773, -82.1941
4095.703, -86.0091
4098.633, -85.0152
4101.562, -84.3605
4104.492, -78.8000
4107.422, -78.3704
4110.352, -77.4247
4113.281, -78.5276
4116.211, -82.0791
4119.141, -81.3332
4122.070, -87.1620
4125.000, -78.2512
4127.930, -83.8773
4130.859, -82.9542
4133.789, -79.7506
4136.719, -93.5602
4139.648, -83.0127
4142.578, -80.1687
4145.508, -92.3062
4148.438, -80.9904
4151.367, -75.1550
4154.297, -89.6002
4157.227, -88.8584
4160.156, -76.3179
4163.086, -83.8633
4166.016, -83.1604
4168.945, -84.4056
4171.875, -78.7561
4174.805, -79.7184
4177.734, -78.7061
4180.664, -83.3990
4183.594, -96.2196
4186.523, -87.0673
4189.453, -78.4794
4192.383, -89.6469
4195.312, -80.5112
4198.242, -79.0418
4201.172, -80.9838
4204.102, -88.5367
4207.031, -92.2537
4209.961, -90.2085
4212.891, -97.3077
4215.820, -82.7839
4218.750, -78.2408
4221.680, -90.6769
4224.609, -80.1230
4227.539, -79.0497
4230.469, -80.5924
4233.398, -79.7258
4236.328, -84.3727
4239.258, -82.5819
4242.188, -75.4031
4245.117, -91.2711
4248.047, -77.0125
4250.977, -93.5828
4253.906, -82.5940
4256.836, -83.2145
4259.766, -88.6840
4262.695, -83.2167
4265.625, -89.9190
4268.555, -82.9003
4271.484, -76.5119
4274.414, -79.5410
4277.344, -78.0065
4280.273, -87.9658
4283.203, -80.9205
4286.133, -79.3629
4289.062, -77.2197
4291.992, -77.1108
4294.922, -84.7513
4297.852, -94.7921
4300.781, -79.9706
4303.711, -82.6429
4306.641, -80.7355
4309.570, -78.6321
4312.500, -74.5365
4315.430, -85.5502
4318.359, -80.3256
4321.289, -78.7682
4324.219, -85.8508
4327.148, -75.0813
4330.078, -77.0993
4333.008, -78.8926
4335.938, -87.9606
4338.867, -78.9469
4341.797, -74.2147
4344.727, -124.7326
4347.656, -81.4476
4350.586, -80.3145
4353.516, -88.5175
4356.445, -81.7831
4359.375, -75.6677
4362.305, -85.8453
4365.234, -74.1335
4368.164, -89.5569
4371.094, -84.5947
4374.023, -88.0150
4376.953, -76.6215
4379.883, -89.2263
4382.812, -85.7157
4385.742, -80.9959
4388.672, -78.1887
4391.602, -90.9317
4394.531, -85.5750
4397.461, -83.2187
4400.391, -79.7048
4403.320, -83.6243
4406.250, -84.1388
4409.180, -82.3651
4412.109, -83.3897
4415.039, -76.9822
4417.969, -81.2304
4420.898, -90.5186
4423.828, -81.4944
4426.758, -78.4702
4429.688, -79.5136
4432.617, -77.2524
4435.547, -76.8183
4438.477, -87.0575
4441.406, -92.0600
4444.336, -80.4397
4447.266, -87.9611
4450.195, -105.8050
4453.125, -77.0174
4456.055, -74.2953
4458.984, -80.9208
4461.914, -83.6375
4464.844, -88.1034
4467.773, -82.4190
4470.703, -85.5009
4473.633, -82.3624
4476.562, -79.1136
4479.492, -78.3523
4482.422, -83.4605
4485.352, -82.2947
4488.281, -88.2133
4491.211, -84.9055
4494.141, -78.8048
4497.070, -85.1754
4500.000, -77.4675
4502.930, -90.8565
4505.859, -75.5555
4508.789, -80.9578
4511.719, -89.6729
4514.648, -93.1795
4517.578, -113.0497
4520.508, -88.9789
4523.438, -79.1353
4526.367, -92.3664
4529.297, -77.2355
4532.227, -81.7767
4535.156, -87.1247
4538.086, -86.7743
4541.016, -84.5193
4543.945, -81.7321
4546.875, -84.4526
4549.805, -79.0831
4552.734, -74.9599
4555.664, -92.2082
4558.594, -84.7699
4561.523, -88.1593
4564.453, -89.2831
4567.383, -85.7349
4570.312, -85.6245
4573.242, -80.2192
4576.172, -81.3270
4579.102, -77.1881
4582.031, -83.6759
4584.961, -88.7430
4587.891, -83.3157
4590.820, -95.3114
4593.750, -76.0969
4596.680, -86.6889
4599.609, -75.1049
4602.539, -88.3140
4605.469, -82.5703
4608.398, -92.7443
4611.328, -77.0176
4614.258, -81.8510
4617.188, -83.8578
4620.117, -88.1306
4623.047, -75.2746
4625.977, -89.3082
4628.906, -82.4994
4631.836, -83.5498
4634.766, -88.0604
4637.695, -85.5600
4640.625, -86.4982
4643.555, -74.7144
4646.484, -85.8358
4649.414, -78.9596
4652.344, -80.9208
4655.273, -89.6628
4658.203, -92.1050
4661.133, -84.4706
4664.062, -82.2218
4666.992, -73.0413
4669.922, -77.3473
4672.852, -79.2047
4675.781, -90.3726
4678.711, -94.0103
4681.641, -88.0511
4684.570, -86.3987
4687.500, -82.6014
4690.430, -78.8488
4693.359, -74.4814
4696.289, -88.7684
4699.219, -82.5257
4702.148, -86.7165
4705.078, -85.9967
4708.008, -76.6860
4710.938, -84.1822
4713.867, -78.9445
4716.797, -79.8105
4719.727, -83.9883
4722.656, -89.1689
4725.586, -93.4418
4728.516, -82.1083
4731.445, -82.1159
4734.375, -81.3079
4737.305, -83.4684
4740.234, -81.1938
4743.164, -77.2950
4746.094, -81.1222
4749.023, -90.1820
4751.953, -82.4499
4754.883, -91.3134
4757.812, -81.7557
4760.742, -77.7066
4763.672, -80.2080
4766.602, -87.6022
4769.531, -87.5886
4772.461, -84.3381
4775.391, -81.5855
4778.320, -83.1490
4781.250, -76.6164
4784.180, -77.4302
4787.109, -83.1383
4790.039, -77.6844
4792.969, -87.7426
4795.898, -90.8748
4798.828, -77.8770
4801.758, -94.0315
4804.688, -81.7875
4807.617, -80.4724
4810.547, -76.6675
4813.477, -77.6090
4816.406, -88.0892
4819.336, -86.9915
4822.266, -81.6085
4825.195, -79.2557
4828.125, -80.6039
4831.055, -75.2203
4833.984, -74.5805
4836.914, -77.4497
4839.844, -81.3456
4842.773, -90.4942
4845.703, -78.2649
4848.633, -80.4193
4851.562, -87.3469
4854.492, -82.2225
4857.422, -78.7572
4860.352, -77.0559
4863.281, -87.3291
4866.211, -76.7222
4869.141, -76.6346
4872.070, -81.6262
4875.000, -94.0486
4877.930, -78.7356
4880.859, -79.2178
4883.789, -77.2881
4886.719, -93.8016
4889.648, -86.1837
4892.578, -85.7706
4895.508, -79.5269
4898.438, -82.0937
4901.367, -88.1021
4904.297, -75.3938
4907.227, -84.7460
4910.156, -81.8649
4913.086, -84.0233
4916.016, -84.3757
4918.945, -89.0160
4921.875, -82.4024
4924.805, -88.2077
4927.734, -76.7134
4930.664, -78.6622
4933.594, -82.2980
4936.523, -90.3641
4939.453, -87.4950
4942.383, -86.1808
4945.312, -83.1886
4948.242, -76.5607
4951.172, -76.9933
4954.102, -74.1907
4957.031, -80.7916
4959.961, -81.6780
4962.891, -81.3677
4965.820, -85.1579
4968.750, -92.9829
4971.680, -84.4245
4974.609, -75.2360
4977.539, -84.7464
4980.469, -81.0880
4983.398, -80.0905
4986.328, -89.9483
4989.258, -86.0704
4992.188, -89.3825
4995.117, -84.7626
4998.047, -77.2772
5000.977, -76.8125
5003.906, -89.1892
5006.836, -79.9572
5009.766, -82.9781
5012.695, -87.4011
5015.625, -86.1475
5018.555, -82.8830
5021.484, -77.6971
5024.414, -75.6322
5027.344, -82.5097
5030.273, -79.5286
5033.203, -85.7010
5036.133, -78.0968
5039.062, -83.7270
5041.992, -78.5069
5044.922, -79.9687
5047.852, -77.0575
5050.781, -85.2439
5053.711, -87.2820
5056.641, -79.4350
5059.570, -91.3084
5062.500, -88.5707
5065.430, -78.3373
5068.359, -79.9185
5071.289, -74.3187
5074.219, -90.5815
5077.148, -83.4638
5080.078, -84.7571
5083.008, -80.7668
5085.938, -86.7343
5088.867, -80.5173
5091.797, -79.9060
5094.727, -79.0719
5097.656, -75.7213
5100.586, -82.8082
5103.516, -94.2507
5106.445, -85.4987
5109.375, -76.1774
5112.305, -80.5111
5115.234, -76.2683
5118.164, -88.0484
5121.094, -87.7739
5124.023, -84.6537
5126.953, -90.4645
5129.883, -92.4277
5132.812, -81.9298
5135.742, -80.9478
5138.672, -75.9193
5141.602, -80.0869
5144.531, -85.3178
5147.461, -80.7634
5150.391, -82.5401
5153.320, -87.0197
5156.250, -81.9413
5159.180, -81.3128
5162.109, -78.8005
5165.039, -75.2114
5167.969, -87.6807
5170.898, -80.1298
5173.828, -76.9272
5176.758, -78.7121
5179.688, -97.5331
5182.617, -79.7319
5185.547, -75.2879
5188.477, -84.4586
5191.406, -81.0773
5194.336, -92.9798
5197.266, -83.6958
5200.195, -79.7849
5203.125, -78.6921
5206.055, -78.0787
5208.984, -79.8602
5211.914, -75.0583
5214.844, -88.1127
5217.773, -83.1065
5220.703, -86.2840
5223.633, -78.2524
5226.562, -87.4957
5229.492, -82.6093
5232.422, -77.3873
5235.352, -89.1769
5238.281, -92.2544
5241.211, -81.1371
5244.141, -83.6488
5247.070, -86.6663
5250.000, -88.3737
5252.930, -78.5068
5255.859, -76.7446
5258.789, -81.0736
5261.719, -76.7034
5264.648, -83.8460
5267.578, -78.4183
5270.508, -86.0106
5273.438, -75.8216
5276.367, -80.6773
5279.297, -78.0439
5282.227, -85.7532
5285.156, -90.3006
5288.086, -83.4494
5291.016, -82.5795
5293.945, -79.6915
5296.875, -78.6307
5299.805, -74.9947
5302.734, -73.9148
5305.664, -77.6836
5308.594, -85.5501
5311.523, -84.8120
5314.453, -92.1877
5317.383, -84.7042
5320.312, -87.4771
5323.242, -75.9039
5326.172, -76.8775
5329.102, -83.6587
5332.031, -87.8288
5334.961, -89.8207
5337.891, -81.5627
5340.820, -91.3055
5343.750, -79.6916
5346.680, -80.5959
5349.609, -87.4863
5352.539, -92.7386
5355.469, -84.1166
5358.398, -80.4268
5361.328, -84.7284
5364.258, -81.4914
5367.188, -79.3181
5370.117, -82.0949
5373.047, -80.1687
5375.977, -80.7867
5378.906, -83.0619
5381.836, -80.8605
5384.766, -86.2870
5387.695, -82.7229
5390.625, -82.2125
5393.555, -77.0395
5396.484, -85.0565
5399.414, -82.9366
5402.344, -80.8245
5405.273, -89.4638
5408.203, -84.7398
5411.133, -82.7305
5414.062, -85.3952
5416.992, -79.0024
5419.922, -73.9703
5422.852, -79.3130
5425.781, -80.1238
5428.711, -94.1214
5431.641, -90.1469
5434.570, -85.1885
5437.500, -79.3343
5440.430, -83.5497
5443.359, -75.4867
5446.289, -80.1024
5449.219, -81.6558
5452.148, -85.7521
5455.078, -79.8233
5458.008, -85.4870
5460.938, -86.9150
5463.867, -78.3798
5466.797, -76.4648
5469.727, -79.0333
5472.656, -81.1854
5475.586, -83.3036
5478.516, -77.6167
5481.445, -92.9954
5484.375, -91.3656
5487.305, -78.1063
5490.234, -83.7968
5493.164, -91.1877
5496.094, -94.2692
5499.023, -80.6155
5501.953, -81.9071
5504.883, -82.8757
5507.812, -82.1009
5510.742, -82.1872
5513.672, -80.3711
5516.602, -85.6715
5519.531, -82.1360
5522.461, -81.7442
5525.391, -80.7547
5528.320, -78.8754
5531.250, -83.0846
5534.180, -76.2080
5537.109, -74.3809
5540.039, -79.8683
5542.969, -87.0856
5545.898, -87.1837
5548.828, -84.0403
5551.758, -90.5922
5554.688, -87.2463
5557.617, -78.6058
5560.547, -75.8395
5563.477, -77.5687
5566.406, -89.3138
5569.336, -84.1940
5572.266, -80.8130
5575.195, -76.8762
5578.125, -90.9694
5581.055, -75.5554
5583.984, -77.4338
5586.914, -84.6558
5589.844, -88.8593
5592.773, -82.2992
5595.703, -80.1656
5598.633, -88.7307
5601.562, -82.1101
5604.492, -75.3262
5607.422, -73.6571
5610.352, -74.4465
5613.281, -86.0006
5616.211, -82.0238
5619.141, -85.0535
5622.070, -87.0692
5625.000, -84.1785
5627.930, -77.1559
5630.859, -76.7375
5633.789, -73.5332
5636.719, -78.5507
5639.648, -86.4059
5642.578, -85.3054
5645.508, -94.6920
5648.438, -94.7134
5651.367, -84.9651
5654.297, -76.0617
5657.227, -77.6516
5660.156, -79.4549
5663.086, -83.1601
5666.016, -82.8087
5668.945, -78.4999
5671.875, -78.7004
5674.805, -76.6023
5677.734, -74.6327
5680.664, -84.5292
5683.594, -82.5555
5686.523, -78.0371
5689.453, -81.1017
5692.383, -80.9235
5695.312, -93.9586
5698.242, -76.5106
5701.172, -74.5227
5704.102, -74.8139
5707.031, -83.9322
5709.961, -81.3293
5712.891, -91.8648
5715.820, -83.0901
5718.750, -85.6139
5721.680, -80.5634
5724.609, -77.1578
5727.539, -86.4015
5730.469, -82.2206
5733.398, -90.2549
5736.328, -77.8900
5739.258, -80.9955
5742.188, -90.1520
5745.117, -92.1223
5748.047, -74.9296
5750.977, -86.3521
5753.906, -86.3486
5756.836, -87.9753
5759.766, -85.9113
5762.695, -81.6053
5765.625, -83.3228
5768.555, -78.4837
5771.484, -75.8371
5774.414, -77.4661
5777.344, -78.2710
5780.273, -91.8358
5783.203, -86.4598
5786.133, -88.6187
5789.062, -86.0347
5791.992, -76.5617
5794.922, -74.3341
5797.852, -79.8823
5800.781, -91.1469
5803.711, -79.7168
5806.641, -81.8838
5809.570, -80.5839
5812.500, -92.1229
5815.430, -77.0253
5818.359, -78.4188
5821.289, -77.8521
5824.219, -81.6821
5827.148, -80.4208
5830.078, -89.1379
5833.008, -82.4989
5835.938, -80.5380
5838.867, -73.6299
5841.797, -79.1190
5844.727, -79.6049
5847.656, -78.7185
5850.586, -83.9126
5853.516, -90.3022
5856.445, -79.3997
5859.375, -84.0369
5862.305, -77.4222
5865.234, -76.2818
5868.164, -76.9204
5871.094, -85.6844
5874.023, -79.6413
5876.953, -85.2583
5879.883, -80.8071
5882.812, -81.5464
5885.742, -72.6271
5888.672, -78.4568
5891.602, -78.1436
5894.531, -83.2403
5897.461, -78.7212
5900.391, -80.7508
5903.320, -86.4882
5906.250, -82.8233
5909.180, -77.6865
5912.109, -77.7537
5915.039, -79.1672
5917.969, -81.6347
5920.898, -82.2089
5923.828, -87.5387
5926.758, -86.3464
5929.688, -97.1214
5932.617, -82.2295
5935.547, -81.7567
5938.477, -76.7343
5941.406, -83.3142
5944.336, -82.6713
5947.266, -83.6687
5950.195, -75.1847
5953.125, -82.1154
5956.055, -76.4075
5958.984, -77.8607
5961.914, -80.1534
5964.844, -82.6181
5967.773, -81.9027
5970.703, -83.4134
5973.633, -84.8308
5976.562, -76.5103
5979.492, -76.5414
5982.422, -71.3549
5985.352, -75.4647
5988.281, -86.0343
5991.211, -83.9334
5994.141, -88.2522
5997.070, -81.8880
6000.000, -80.3823
6002.930, -89.0413
6005.859, -72.1051
6008.789, -105.5135
6011.719, -81.8563
6014.648, -84.0584
6017.578, -88.6551
6020.508, -81.5018
6023.438, -81.9067
6026.367, -75.6088
6029.297, -76.3293
6032.227, -75.9112
6035.156, -91.8784
6038.086, -82.5138
6041.016, -81.8230
6043.945, -83.4594
6046.875, -82.7503
6049.805, -96.4564
6052.734, -81.6265
6055.664, -77.4210
6058.594, -82.5802
6061.523, -96.3535
6064.453, -86.6510
6067.383, -87.7204
6070.312, -87.5864
6073.242, -86.1352
6076.172, -72.9487
6079.102, -82.0119
6082.031, -84.3718
6084.961, -78.4210
6087.891, -80.1131
6090.820, -82.5389
6093.750, -82.9324
6096.680, -76.5667
6099.609, -75.5660
6102.539, -80.3377
6105.469, -83.3578
6108.398, -84.7424
6111.328, -79.2908
6114.258, -86.8437
6117.188, -81.8342
6120.117, -78.0510
6123.047, -73.8526
6125.977, -82.0245
6128.906, -84.6669
6131.836, -83.6532
6134.766, -83.2945
6137.695, -80.9784
6140.625, -77.0619
6143.555, -86.1251
6146.484, -74.7034
6149.414, -85.7525
6152.344, -79.7013
6155.273, -76.0860
6158.203, -79.1164
6161.133, -90.7651
6164.062, -84.8541
6166.992, -78.4362
6169.922, -79.9991
6172.852, -90.6855
6175.781, -86.3189
6178.711, -88.7820
6181.641, -87.3475
6184.570, -80.2198
6187.500, -83.9241
6190.430, -78.8197
6193.359, -73.2687
6196.289, -77.2697
6199.219, -82.5484
6202.148, -87.0775
6205.078, -81.3874
6208.008, -87.1638
6210.938, -89.0264
6213.867, -76.9356
6216.797, -78.5532
6219.727, -76.4264
6222.656, -78.1136
6225.586, -76.2200
6228.516, -84.3179
6231.445, -78.6522
6234.375, -81.8761
6237.305, -75.0010
6240.234, -77.5763
6243.164, -79.0899
6246.094, -80.0391
6249.023, -77.4174
6251.953, -86.0558
6254.883, -77.4309
6257.812, -80.3449
6260.742, -80.2126
6263.672, -75.5236
6266.602, -82.0264
6269.531, -79.7862
6272.461, -76.7586
6275.391, -83.6714
6278.320, -85.9348
6281.250, -75.1153
6284.180, -75.9177
6287.109, -78.2843
6290.039, -88.5391
6292.969, -84.1982
6295.898, -84.6031
6298.828, -82.1034
6301.758, -79.9579
6304.688, -77.3054
6307.617, -72.3143
6310.547, -77.8738
6313.477, -82.5146
6316.406, -83.3770
6319.336, -86.2863
6322.266, -86.2974
6325.195, -80.5960
6328.125, -78.2882
6331.055, -79.8519
6333.984, -80.8562
6336.914, -76.3379
6339.844, -76.1009
6342.773, -91.7871
6345.703, -78.6955
6348.633, -75.9208
6351.562, -87.1558
6354.492, -82.0701
6357.422, -78.8048
6360.352, -88.1360
6363.281, -82.9802
6366.211, -87.1861
6369.141, -85.1085
6372.070, -81.3170
6375.000, -80.6498
6377.930, -97.3499
6380.859, -80.3914
6383.789, -82.6970
6386.719, -83.0542
6389.648, -88.7540
6392.578, -77.7450
6395.508, -94.6918
6398.438, -89.0721
6401.367, -83.5227
6404.297, -76.7218
6407.227, -80.8244
6410.156, -75.6630
6413.086, -96.0530
6416.016, -88.5292
6418.945, -85.2788
6421.875, -94.9566
6424.805, -70.8738
6427.734, -79.9898
6430.664, -75.0105
6433.594, -85.4944
6436.523, -83.0521
6439.453, -86.5368
6442.383, -85.3081
6445.312, -86.4224
6448.242, -88.2133
6451.172, -75.3098
6454.102, -89.3514
6457.031, -83.4364
6459.961, -90.7376
6462.891, -83.1729
6465.820, -75.8093
6468.750, -90.0129
6471.680, -75.4464
6474.609, -75.1607
6477.539, -83.1325
6480.469, -76.9607
6483.398, -93.3462
6486.328, -79.2299
6489.258, -91.3202
6492.188, -88.6959
6495.117, -75.0566
6498.047, -73.2582
6500.977, -80.8002
6503.906, -75.6568
6506.836, -86.0308
6509.766, -79.9419
6512.695, -87.4845
6515.625, -80.0435
6518.555, -79.6795
6521.484, -75.7663
6524.414, -76.8180
6527.344, -83.6517
6530.273, -90.1699
6533.203, -83.7968
6536.133, -79.8233
6539.062, -78.8509
6541.992, -77.6978
6544.922, -70.2880
6547.852, -81.3496
6550.781, -88.5512
6553.711, -77.8735
6556.641, -85.1399
6559.570, -89.5578
6562.500, -93.9286
6565.430, -78.5024
6568.359, -78.8218
6571.289, -81.1825
6574.219, -83.3136
6577.148, -85.0983
6580.078, -77.0476
6583.008, -83.6710
6585.938, -81.3946
6588.867, -75.1688
6591.797, -79.5415
6594.727, -88.9171
6597.656, -79.5114
6600.586, -78.5514
6603.516, -77.1254
6606.445, -77.7811
6609.375, -97.6858
6612.305, -76.5974
6615.234, -80.7144
6618.164, -79.6554
6621.094, -92.4581
6624.023, -81.2680
6626.953, -85.0809
6629.883, -79.4360
6632.812, -84.3764
6635.742, -81.7244
6638.672, -79.7978
6641.602, -83.5408
6644.531, -78.0910
6647.461, -76.6810
6650.391, -85.9300
6653.320, -84.6182
6656.250, -84.9161
6659.180, -78.2587
6662.109, -74.1185
6665.039, -76.5597
6667.969, -86.8566
6670.898, -77.8042
6673.828, -95.8518
6676.758, -91.3570
6679.688, -78.4231
6682.617, -81.5250
6685.547, -73.4005
6688.477, -78.4492
6691.406, -81.7103
6694.336, -81.6763
6697.266, -82.7606
6700.195, -77.9631
6703.125, -78.6884
6706.055, -82.0536
6708.984, -77.4471
6711.914, -77.9527
6714.844, -82.0054
6717.773, -76.4817
6720.703, -76.3210
6723.633, -78.9339
6726.562, -83.6622
6729.492, -82.0706
6732.422, -81.1019
6735.352, -83.1385
6738.281, -89.3260
6741.211, -94.3772
6744.141, -89.6897
6747.070, -79.0859
6750.000, -74.7719
6752.930, -82.8223
6755.859, -77.4283
6758.789, -91.5733
6761.719, -76.9687
6764.648, -82.0308
6767.578, -77.8332
6770.508, -81.5918
6773.438, -74.7997
6776.367, -73.4501
6779.297, -87.8054
6782.227, -82.8510
6785.156, -75.8446
6788.086, -79.6070
6791.016, -79.7986
6793.945, -84.0322
6796.875, -79.3074
6799.805, -80.9309
6802.734, -82.8867
6805.664, -79.4315
6808.594, -80.7573
6811.523, -92.0409
6814.453, -87.1978
6817.383, -82.5737
6820.312, -84.2608
6823.242, -76.6878
6826.172, -72.7776
6829.102, -74.7330
6832.031, -74.3816
6834.961, -77.9895
6837.891, -85.3167
6840.820, -82.5832
6843.750, -84.4053
6846.680, -80.6083
6849.609, -78.1444
6852.539, -76.4331
6855.469, -91.1577
6858.398, -83.3884
6861.328, -85.3802
6864.258, -92.1957
6867.188, -76.7087
6870.117, -81.6062
6873.047, -74.9354
6875.977, -80.2227
6878.906, -83.7640
6881.836, -76.5631
6884.766, -81.5516
6887.695, -85.4472
6890.625, -77.8353
6893.555, -81.2768
6896.484, -81.6959
6899.414, -73.3292
6902.344, -97.4171
6905.273, -88.8280
6908.203, -77.4078
6911.133, -86.3365
6914.062, -91.3525
6916.992, -75.7952
6919.922, -77.8358
6922.852, -94.2239
6925.781, -79.8925
6928.711, -74.1540
6931.641, -82.6376
6934.570, -84.6713
6937.500, -77.5164
6940.430, -81.0369
6943.359, -75.9672
6946.289, -79.6094
6949.219, -80.4447
6952.148, -101.9590
6955.078, -79.1490
6958.008, -78.1707
6960.938, -77.9555
6963.867, -77.7518
6966.797, -82.5741
6969.727, -79.4445
6972.656, -75.4213
6975.586, -86.1632
6978.516, -74.5788
6981.445, -78.4706
6984.375, -77.2990
6987.305, -76.5322
6990.234, -87.7051
6993.164, -79.9763
6996.094, -84.7064
6999.023, -89.2809
7001.953, -86.8996
7004.883, -84.3692
7007.812, -83.0262
7010.742, -79.6021
7013.672, -80.0233
7016.602, -73.2379
7019.531, -79.3071
7022.461, -85.8522
7025.391, -86.7831
7028.320, -85.6434
7031.250, -78.5036
7034.180, -89.5601
7037.109, -89.8342
7040.039, -99.0640
7042.969, -85.1730
7045.898, -76.5585
7048.828, -79.5663
7051.758, -84.1679
7054.688, -81.0444
7057.617, -73.9995
7060.547, -80.1052
7063.477, -79.3231
7066.406, -79.0302
7069.336, -82.6556
7072.266, -77.4403
7075.195, -76.1691
7078.125, -80.5174
7081.055, -75.0207
7083.984, -97.0876
7086.914, -79.5194
7089.844, -82.9307
7092.773, -83.4872
7095.703, -77.1315
7098.633, -90.7149
7101.562, -85.6009
7104.492, -82.4653
7107.422, -72.6168
7110.352, -74.6702
7113.281, -77.0325
7116.211, -78.5855
7119.141, -81.3404
7122.070, -80.2928
7125.000, -88.7079
7127.930, -76.4354
7130.859, -74.3382
7133.789, -81.0418
7136.719, -77.3624
7139.648, -84.6254
7142.578, -78.8400
7145.508, -82.3251
7148.438, -77.5212
7151.367, -79.3114
7154.297, -75.4994
7157.227, -78.1528
7160.156, -76.9233
7163.086, -78.8860
7166.016, -80.4950
7168.945, -78.2403
7171.875, -87.2532
7174.805, -76.7653
7177.734, -78.6491
7180.664, -77.2039
7183.594, -91.6461
7186.523, -82.3354
7189.453, -85.7145
7192.383, -88.8935
7195.312, -83.1722
7198.242, -76.8516
7201.172, -79.1445
7204.102, -83.8029
7207.031, -89.6386
7209.961, -77.4179
7212.891, -91.9614
7215.820, -82.9354
7218.750, -82.4496
7221.680, -74.5809
7224.609, -92.3636
7227.539, -71.2226
7230.469, -81.3965
7233.398, -82.6187
7236.328, -87.1062
7239.258, -81.9331
7242.188, -74.6959
7245.117, -78.5549
7248.047, -87.6596
7250.977, -73.4096
7253.906, -80.3014
7256.836, -81.8544
7259.766, -87.7928
7262.695, -76.3341
7265.625, -80.4839
7268.555, -86.3932
7271.484, -79.9883
7274.414, -78.0186
7277.344, -77.8958
7280.273, -80.4721
7283.203, -81.8402
7286.133, -78.1203
7289.062, -79.5583
7291.992, -80.0872
7294.922, -94.6379
7297.852, -76.4971
7300.781, -87.5816
7303.711, -95.9634
7306.641, -78.9521
7309.570, -79.5101
7312.500, -81.2573
7315.430, -86.1069
7318.359, -78.3429
7321.289, -79.8459
7324.219, -79.2844
7327.148, -78.3308
7330.078, -77.5339
7333.008, -81.5239
7335.938, -86.8669
7338.867, -74.4360
7341.797, -83.0876
7344.727, -82.9354
7347.656, -79.9697
7350.586, -91.7976
7353.516, -83.5828
7356.445, -81.8661
7359.375, -77.9142
7362.305, -97.7454
7365.234, -90.3370
7368.164, -75.9841
7371.094, -77.9386
7374.023, -83.0420
7376.953, -93.3367
7379.883, -83.0237
7382.812, -92.9739
7385.742, -88.6123
7388.672, -74.9359
7391.602, -85.6030
7394.531, -81.4932
7397.461, -89.8016
7400.391, -80.5165
7403.320, -89.1433
7406.250, -90.5049
7409.180, -77.7097
7412.109, -78.1444
7415.039, -75.6784
7417.969, -86.9854
7420.898, -80.6204
7423.828, -81.9237
7426.758, -87.5371
7429.688, -78.0916
7432.617, -78.5508
7435.547, -75.1919
7438.477, -79.7370
7441.406, -84.4038
7444.336, -77.3681
7447.266, -83.6260
7450.195, -78.1186
7453.125, -81.8579
7456.055, -86.8558
7458.984, -76.7699
7461.914, -75.4096
7464.844, -75.9937
7467.773, -83.6192
7470.703, -81.7687
7473.633, -75.2285
7476.562, -75.8779
7479.492, -79.0823
7482.422, -74.4612
7485.352, -78.2199
7488.281, -75.7056
7491.211, -81.6692
7494.141, -84.7559
7497.070, -84.9073
7500.000, -83.5460
7502.930, -83.9676
7505.859, -73.3240
7508.789, -73.8240
7511.719, -89.1949
7514.648, -92.8970
7517.578, -79.2639
